gene	gene_id	gene_name	WT_UN120	WT_EM30	WT_EM120	EDF1_ko_UN120	EDF1_ko_EM30	EDF1_ko_EM120
ENSG00000162571|TTLL10	ENSG00000162571	TTLL10	0.17572733333333335	0.32315599999999994	0.15653466666666668	0.4496793333333333	0.06735999999999999	0.101742
ENSG00000186891|TNFRSF18	ENSG00000186891	TNFRSF18	0.5153333333333333	1.9526130000000002	0.729269	0.9146976666666667	0.45926833333333333	0.364991
ENSG00000186827|TNFRSF4	ENSG00000186827	TNFRSF4	0.13416799999999998	0.3815523333333333	0.2914493333333333	0.13732866666666668	0.13890666666666665	0.190813
ENSG00000078808|SDF4	ENSG00000078808	SDF4	57.37004566666667	86.57955333333332	80.48740033333333	76.12727100000001	64.19939033333334	51.696137
ENSG00000176022|B3GALT6	ENSG00000176022	B3GALT6	22.505563999999996	27.712229666666662	29.858084	21.842303666666666	23.987520333333332	19.00695066666667
ENSG00000184163|C1QTNF12	ENSG00000184163	C1QTNF12	0.181208	0.143524	0.16954533333333333	0.206524	0.07742766666666666	0.08996766666666667
ENSG00000160087|UBE2J2	ENSG00000160087	UBE2J2	43.81873366666667	62.076681	64.86019266666666	50.30023766666667	35.98728066666667	38.687071333333336
ENSG00000162572|SCNN1D	ENSG00000162572	SCNN1D	0.798266	1.6691406666666666	1.720049666666667	1.5317646666666667	0.9523826666666665	1.085005
ENSG00000131584|ACAP3	ENSG00000131584	ACAP3	12.843647333333331	18.102574333333333	21.165831	11.401642333333333	11.592986666666667	12.847227333333334
ENSG00000169972|PUSL1	ENSG00000169972	PUSL1	15.773683	17.766066666666667	22.080704	12.076833666666666	12.541473333333334	13.563079666666667
ENSG00000127054|INTS11	ENSG00000127054	INTS11	40.26498466666667	51.45209166666666	61.60680100000001	39.339817333333336	52.965034333333335	37.706491666666665
ENSG00000224051|CPTP	ENSG00000224051	CPTP	4.081257666666667	5.702672333333333	4.790715333333334	4.444642333333333	4.266924	3.512897666666667
ENSG00000169962|TAS1R3	ENSG00000169962	TAS1R3	0.4280713333333334	0.5694819999999999	0.4335543333333334	0.5554356666666667	0.335953	0.2266986666666667
ENSG00000107404|DVL1	ENSG00000107404	DVL1	13.912678	26.07419	22.127998	17.092309999999998	13.536080666666665	11.313793333333331
ENSG00000162576|MXRA8	ENSG00000162576	MXRA8	0.4329593333333333	0.7384993333333334	0.6103206666666666	0.7486516666666668	0.3331733333333333	0.22727466666666665
ENSG00000175756|AURKAIP1	ENSG00000175756	AURKAIP1	86.879382	108.24419166666667	87.45784600000002	79.87034666666666	66.36483399999999	61.51189900000001
ENSG00000221978|CCNL2	ENSG00000221978	CCNL2	65.545485	64.88731433333334	82.91192333333332	48.02862366666667	48.64529266666667	52.99053833333334
ENSG00000242485|MRPL20	ENSG00000242485	MRPL20	282.1439023333333	249.83204466666666	296.705718	195.49420833333332	218.739822	201.44445699999997
ENSG00000235098|ANKRD65	ENSG00000235098	ANKRD65	0.8210419999999999	1.129759	0.7848056666666666	1.1634673333333334	0.5965486666666667	0.4105180000000001
ENSG00000205116|TMEM88B	ENSG00000205116	TMEM88B	0.7282959999999999	0.49746466666666667	1.4043523333333334	0.7153893333333333	0.6999123333333332	0.49236166666666664
ENSG00000179403|VWA1	ENSG00000179403	VWA1	1.8446143333333334	3.9278729999999995	3.6862966666666668	4.1579793333333335	2.9955979999999998	2.168792
ENSG00000215915|ATAD3C	ENSG00000215915	ATAD3C	0.28279066666666663	0.6647493333333334	0.37976999999999994	0.3777160000000001	0.15769233333333332	0.07884966666666667
ENSG00000160072|ATAD3B	ENSG00000160072	ATAD3B	19.66976633333333	28.611603000000002	33.160825333333335	14.614239	15.441373333333337	18.9212
ENSG00000197785|ATAD3A	ENSG00000197785	ATAD3A	46.526135000000004	60.668275	61.364849666666665	54.80268133333334	48.30065966666667	45.53732466666667
ENSG00000205090|TMEM240	ENSG00000205090	TMEM240	1.3955426666666666	2.8599069999999998	1.5881433333333332	1.7921796666666665	0.7533090000000001	0.8650439999999998
ENSG00000160075|SSU72	ENSG00000160075	SSU72	116.46730633333334	140.55616799999999	134.856344	95.034883	96.34354466666666	82.00984166666666
ENSG00000228594|FNDC10	ENSG00000228594	FNDC10	3.353721333333333	4.700797333333333	3.968502666666667	3.5562946666666675	2.698195666666667	2.775073666666666
ENSG00000197530|MIB2	ENSG00000197530	MIB2	8.060780666666666	14.019024333333334	15.168711333333334	13.567752333333331	9.820799666666668	9.018126666666666
ENSG00000189409|MMP23B	ENSG00000189409	MMP23B	1.8733539999999997	3.3066160000000004	2.5034533333333333	2.3452870000000003	1.833295	1.4606640000000002
ENSG00000248333|CDK11B	ENSG00000248333	CDK11B	25.70900233333333	34.92365966666667	31.37074733333333	26.869557999999998	24.048565666666665	28.289964666666666
ENSG00000189339|SLC35E2B	ENSG00000189339	SLC35E2B	12.019408999999998	11.936785666666667	14.304649666666668	11.343630666666668	11.76092	10.838582
ENSG00000008128|CDK11A	ENSG00000008128	CDK11A	17.216686666666664	30.510837666666664	25.64060333333333	18.226343666666665	18.270440333333337	24.041274
ENSG00000215790|SLC35E2A	ENSG00000215790	SLC35E2A	4.367101333333333	3.864558333333333	5.853851666666667	5.197264000000001	4.7088323333333335	4.829403333333333
ENSG00000008130|NADK	ENSG00000008130	NADK	22.780972000000002	48.63775666666667	40.360794	32.107252	29.00262766666667	31.767051333333338
ENSG00000078369|GNB1	ENSG00000078369	GNB1	137.335313	147.09717733333332	159.13444733333336	144.4298313333333	148.76807466666668	120.23708066666666
ENSG00000169885|CALML6	ENSG00000169885	CALML6	0.11391166666666667	0.21644766666666668	0.07133966666666666	0.28689133333333333	0.16176166666666666	0.080984
ENSG00000178821|TMEM52	ENSG00000178821	TMEM52	1.6518033333333333	1.562801	2.3533500000000003	3.6360216666666676	0.7375146666666668	1.0841266666666667
ENSG00000142609|CFAP74	ENSG00000142609	CFAP74	0.08223633333333334	0.134652	0.17043299999999997	0.058806	0.12321199999999999	0.05490333333333333
ENSG00000187730|GABRD	ENSG00000187730	GABRD	1.1302953333333334	1.4819286666666667	1.326632	1.074702	1.1842023333333334	0.6517623333333333
ENSG00000067606|PRKCZ	ENSG00000067606	PRKCZ	17.116022666666666	23.393658000000002	22.695143	16.313481666666668	16.332046000000002	16.32478933333333
ENSG00000162585|FAAP20	ENSG00000162585	FAAP20	18.754898666666666	28.103818	29.098316999999998	19.467256000000003	21.342688999999996	15.507984666666665
ENSG00000157933|SKI	ENSG00000157933	SKI	33.788724333333334	42.78291099999999	60.0308	31.526488333333333	28.241843000000003	27.753213666666667
ENSG00000116151|MORN1	ENSG00000116151	MORN1	10.002017999999998	11.247277666666667	13.875740666666665	11.453839666666667	10.998773333333332	11.94624166666667
ENSG00000157916|RER1	ENSG00000157916	RER1	113.35392366666667	167.99555766666666	172.22844766666663	142.04235000000003	160.67535533333333	118.56084500000001
ENSG00000157911|PEX10	ENSG00000157911	PEX10	16.165457333333332	20.862649666666666	22.236334333333332	15.606542	18.001548666666665	15.210757999999998
ENSG00000149527|PLCH2	ENSG00000149527	PLCH2	0.536113	1.3320576666666666	1.022557	0.7914	0.4055883333333334	0.28944566666666666
ENSG00000157881|PANK4	ENSG00000157881	PANK4	12.794561333333334	24.237723	28.963334333333336	12.637423333333333	16.88321566666667	18.091084666666667
ENSG00000197921|HES5	ENSG00000197921	HES5	0.32031533333333334	0.3207623333333333	0.268408	0.5453026666666667	0.4854053333333333	0.25182
ENSG00000157873|TNFRSF14	ENSG00000157873	TNFRSF14	0.520793	1.8004836666666666	1.0068366666666664	1.5803800000000001	0.34498999999999996	0.370199
ENSG00000157870|PRXL2B	ENSG00000157870	PRXL2B	6.074048666666666	10.425242000000003	7.660721333333332	10.286155333333333	8.036542333333333	6.374184333333333
ENSG00000142606|MMEL1	ENSG00000142606	MMEL1	0.17009533333333335	0.21833899999999998	0.42379833333333333	0.06377066666666667	0.019421	0.01912433333333333
ENSG00000215912|TTC34	ENSG00000215912	TTC34	0.2919363333333333	0.450096	0.40193900000000005	0.5519453333333333	0.2496746666666667	0.3053126666666667
ENSG00000169717|ACTRT2	ENSG00000169717	ACTRT2	0.18803566666666668	0.35284099999999996	0.19084233333333334	0.40634433333333336	0.15907133333333334	0.09060266666666666
ENSG00000142611|PRDM16	ENSG00000142611	PRDM16	3.3490300000000004	4.8951823333333335	5.892647333333333	3.4308183333333333	3.1708056666666664	2.9907333333333335
ENSG00000130762|ARHGEF16	ENSG00000130762	ARHGEF16	2.0813893333333335	3.797414666666667	3.64854	2.7169076666666663	2.1677726666666666	1.6027146666666665
ENSG00000162591|MEGF6	ENSG00000162591	MEGF6	0.4072396666666667	0.5900500000000001	0.6099153333333334	0.6722466666666667	0.3900246666666667	0.2940916666666667
ENSG00000158109|TPRG1L	ENSG00000158109	TPRG1L	16.169296666666668	21.71224266666667	17.356698333333338	11.979799666666665	10.738623333333335	12.541463
ENSG00000116213|WRAP73	ENSG00000116213	WRAP73	35.146938	38.263973666666665	48.29639433333333	35.611625000000004	44.60294000000001	41.699735
ENSG00000078900|TP73	ENSG00000078900	TP73	5.741915333333334	8.112630000000001	9.034324	5.755189666666667	5.814043666666667	6.125411000000001
ENSG00000162592|CCDC27	ENSG00000162592	CCDC27	0.10457533333333331	0.23714900000000005	0.12477066666666665	0.16555033333333333	0.12297133333333332	0.08119033333333334
ENSG00000235169|SMIM1	ENSG00000235169	SMIM1	1.0854533333333334	1.908289	0.8760343333333332	1.4026480000000001	0.5844403333333333	0.7447353333333334
ENSG00000130764|LRRC47	ENSG00000130764	LRRC47	19.87020366666667	23.811617666666667	30.551506333333332	20.248781666666666	17.359744333333335	20.466987666666668
ENSG00000116198|CEP104	ENSG00000116198	CEP104	21.406813	30.524233	39.79222466666667	29.34933433333333	27.287056000000003	25.675720666666667
ENSG00000169598|DFFB	ENSG00000169598	DFFB	12.480603	18.22225733333333	16.561439666666665	14.280559666666667	13.696112666666666	14.203302333333333
ENSG00000198912|C1orf174	ENSG00000198912	C1orf174	23.91547966666667	33.20260266666667	33.95194733333333	25.994901333333335	29.854671666666672	26.984953
ENSG00000196581|AJAP1	ENSG00000196581	AJAP1	0.12467766666666667	0.4933910000000001	0.18546633333333332	0.3369813333333333	0.12343166666666668	0.05721866666666667
ENSG00000131697|NPHP4	ENSG00000131697	NPHP4	4.6625369999999995	5.1405053333333335	7.643238666666669	4.957783	4.707119333333334	5.026842333333333
ENSG00000069424|KCNAB2	ENSG00000069424	KCNAB2	4.967096000000001	6.401392666666667	6.733475666666667	5.356084666666667	4.750986666666667	3.7898866666666677
ENSG00000116254|CHD5	ENSG00000116254	CHD5	0.5931203333333334	1.5741393333333333	0.7148490000000001	0.8682026666666666	0.732185	1.1951026666666669
ENSG00000285629|AL031847.2	ENSG00000285629	AL031847.2	2.980412	6.349318	10.305711	5.443961333333333	8.359476666666668	4.741434666666667
ENSG00000116251|RPL22	ENSG00000116251	RPL22	982.5229913333333	931.575232	788.9312480000002	864.3142316666667	692.4573283333333	694.527189
ENSG00000158286|RNF207	ENSG00000158286	RNF207	0.8601076666666666	0.9364296666666666	1.035137	0.6445863333333333	0.8274556666666667	0.7945466666666667
ENSG00000116237|ICMT	ENSG00000116237	ICMT	90.959406	94.86529300000001	120.67848399999998	85.56376466666667	97.334347	93.51712300000001
ENSG00000173673|HES3	ENSG00000173673	HES3	0.42578866666666665	0.3381066666666667	0.5738596666666665	0.4926816666666667	0.41962900000000003	0.11236066666666666
ENSG00000158292|GPR153	ENSG00000158292	GPR153	1.9576700000000002	3.3073390000000003	2.6526463333333337	2.3281133333333335	1.7719913333333333	1.4260493333333333
ENSG00000097021|ACOT7	ENSG00000097021	ACOT7	67.24626266666667	69.37526566666665	71.10112233333334	72.03397466666665	80.363699	56.87889366666667
ENSG00000069812|HES2	ENSG00000069812	HES2	0.6114773333333333	0.7959300000000001	0.912779	0.7160766666666666	0.5829963333333333	0.5163866666666667
ENSG00000187017|ESPN	ENSG00000187017	ESPN	0.5591733333333333	0.850461	0.7282166666666666	0.5194573333333334	0.544263	0.18735333333333334
ENSG00000215788|TNFRSF25	ENSG00000215788	TNFRSF25	1.3705816666666666	1.4050633333333333	1.1948903333333332	1.0976623333333333	0.9320126666666667	0.34079733333333334
ENSG00000171680|PLEKHG5	ENSG00000171680	PLEKHG5	1.5212830000000002	5.072183333333333	2.7561766666666663	3.720887	1.803138333333333	1.4265106666666665
ENSG00000162408|NOL9	ENSG00000162408	NOL9	35.402272333333336	30.62837833333333	53.98479066666667	29.48133133333333	33.38549166666666	33.25428066666667
ENSG00000173662|TAS1R1	ENSG00000173662	TAS1R1	0.2803976666666667	0.15834233333333333	0.10441333333333332	0.3318296666666667	0.11978733333333334	0.08729266666666667
ENSG00000204859|ZBTB48	ENSG00000204859	ZBTB48	19.401339666666665	36.098385	38.842538	19.391501666666667	21.038562	32.706080333333325
ENSG00000162413|KLHL21	ENSG00000162413	KLHL21	16.588525333333337	25.333911333333333	37.07059433333334	16.969988666666666	20.349371666666666	23.027015333333328
ENSG00000116273|PHF13	ENSG00000116273	PHF13	10.901440000000001	14.992472333333332	18.260304333333334	12.055528	13.843649333333333	14.095108333333334
ENSG00000041988|THAP3	ENSG00000041988	THAP3	10.621615333333333	19.119943	19.695780666666668	13.943495666666665	13.458219000000001	15.329166000000003
ENSG00000007923|DNAJC11	ENSG00000007923	DNAJC11	66.91023166666666	84.812251	72.77584233333333	69.80710733333333	56.528071666666676	63.318392666666675
ENSG00000171735|CAMTA1	ENSG00000171735	CAMTA1	180.4650726666667	194.03466033333333	207.97941300000002	207.67396500000004	179.12662300000002	171.07362833333332
ENSG00000049245|VAMP3	ENSG00000049245	VAMP3	125.27894199999999	112.06785033333334	118.32246933333334	90.59656566666666	96.77200866666668	93.45984600000001
ENSG00000049246|PER3	ENSG00000049246	PER3	1.0946896666666666	1.4549056666666669	1.3846193333333332	1.07939	1.239872	1.1919780000000002
ENSG00000049247|UTS2	ENSG00000049247	UTS2	0.06579433333333333	0.019640333333333333	0.03113166666666667	0.072961	0.15567299999999998	0.13683066666666666
ENSG00000049249|TNFRSF9	ENSG00000049249	TNFRSF9	0.138746	0.15878266666666666	0.20904366666666666	0.6120303333333333	0.07712666666666666	0.10473966666666666
ENSG00000116288|PARK7	ENSG00000116288	PARK7	595.7639776666667	651.1118990000003	549.2163553333334	614.272455	588.8502573333334	479.28219800000005
ENSG00000116285|ERRFI1	ENSG00000116285	ERRFI1	25.503541000000002	29.781302666666672	46.17479733333334	21.076430333333334	22.797700333333335	29.507220666666665
ENSG00000162426|SLC45A1	ENSG00000162426	SLC45A1	0.08302666666666668	0.3489613333333333	0.22311533333333333	0.21678733333333333	0.09728533333333333	0.08913133333333334
ENSG00000142599|RERE	ENSG00000142599	RERE	55.47245833333333	70.084106	86.92819733333334	42.843847000000004	47.14440833333333	44.11804466666667
ENSG00000074800|ENO1	ENSG00000074800	ENO1	1530.688664	1927.1090309999997	1756.3599116666667	1676.3772076666664	1627.3819813333332	1285.1321853333332
ENSG00000131686|CA6	ENSG00000131686	CA6	0.073895	0.05073066666666667	0.027658666666666665	0.0	0.0	0.0
ENSG00000197241|SLC2A7	ENSG00000197241	SLC2A7	0.011286333333333334	0.10554000000000001	0.03592733333333334	0.10348299999999999	0.016095333333333333	0.023234999999999995
ENSG00000142583|SLC2A5	ENSG00000142583	SLC2A5	0.18243399999999999	0.47958166666666663	0.1592046666666667	0.4731353333333333	0.270839	0.10332133333333333
ENSG00000180758|GPR157	ENSG00000180758	GPR157	2.396086	4.434624666666667	1.8067339999999998	2.435984	4.449595333333334	2.4130290000000003
ENSG00000049239|H6PD	ENSG00000049239	H6PD	2.7682106666666666	3.212961333333334	3.6610343333333333	4.158583666666666	3.965531666666667	3.876277
ENSG00000171621|SPSB1	ENSG00000171621	SPSB1	3.766557	5.666066666666667	7.503254333333334	4.146823	4.315799666666667	5.4269886666666665
ENSG00000171612|SLC25A33	ENSG00000171612	SLC25A33	17.507063666666667	20.707198666666667	24.16974066666667	17.309807333333335	17.57733933333333	18.256134999999997
ENSG00000188807|TMEM201	ENSG00000188807	TMEM201	14.355700333333331	20.197913333333336	22.818527666666665	14.669671666666668	15.055825666666665	12.704527666666669
ENSG00000171608|PIK3CD	ENSG00000171608	PIK3CD	0.785482	0.927117	1.0632840000000001	0.9049473333333333	0.639353	0.5544823333333334
ENSG00000171603|CLSTN1	ENSG00000171603	CLSTN1	34.026668	39.07466433333334	37.57048366666667	28.254828000000003	24.643088000000002	22.702735333333333
ENSG00000178585|CTNNBIP1	ENSG00000178585	CTNNBIP1	5.419854333333333	7.373599666666666	7.484121333333334	6.969059333333333	5.233296	5.569262999999999
ENSG00000162441|LZIC	ENSG00000162441	LZIC	53.47422366666666	51.74148866666667	56.584103	51.306353333333334	47.387353999999995	46.32076433333333
ENSG00000173614|NMNAT1	ENSG00000173614	NMNAT1	5.024361666666667	5.468733666666666	6.501756666666666	6.692107333333333	6.0330303333333335	7.1010046666666655
ENSG00000162444|RBP7	ENSG00000162444	RBP7	5.726063333333333	6.525124000000001	4.837116666666668	4.702545000000001	2.7495273333333334	2.714408666666667
ENSG00000130939|UBE4B	ENSG00000130939	UBE4B	30.506747999999998	27.635146000000002	32.05516066666667	24.378531666666664	24.314309666666663	21.874470333333335
ENSG00000054523|KIF1B	ENSG00000054523	KIF1B	37.09705033333333	34.76968366666667	43.639298	31.399638	30.790162	34.815907333333335
ENSG00000142657|PGD	ENSG00000142657	PGD	287.2909363333333	571.3890416666667	373.04795066666674	425.17897100000005	334.17094433333335	276.305996
ENSG00000251503|CENPS-CORT	ENSG00000251503	CENPS-CORT	4.835984666666666	5.388276	4.396974666666667	3.904904333333333	4.443674	3.724187
ENSG00000175279|CENPS	ENSG00000175279	CENPS	42.691124	47.73543	44.489426333333334	46.428393	42.187795	46.90703466666667
ENSG00000241563|CORT	ENSG00000241563	CORT	0.3500473333333334	0.41351466666666664	0.44527300000000003	0.10943333333333333	0.273308	0.24081699999999998
ENSG00000160049|DFFA	ENSG00000160049	DFFA	66.90317666666668	68.22564566666667	72.41655533333333	66.53795533333333	64.42075966666665	60.07907766666667
ENSG00000142655|PEX14	ENSG00000142655	PEX14	16.069037666666663	16.588376333333333	19.727192000000002	11.562689666666666	15.860983333333332	14.470104333333333
ENSG00000130940|CASZ1	ENSG00000130940	CASZ1	3.0570473333333332	3.812830333333333	4.629353333333333	2.9378316666666664	2.1354849999999996	2.166284
ENSG00000175262|C1orf127	ENSG00000175262	C1orf127	0.05866833333333333	0.2992646666666667	0.07026633333333333	0.1884273333333333	0.023155666666666668	0.161549
ENSG00000120948|TARDBP	ENSG00000120948	TARDBP	462.4988163333333	508.3343903333334	492.1413526666667	512.279001	493.832271	487.7222546666667
ENSG00000277726|AL109811.3	ENSG00000277726	AL109811.3	17.128577000000003	28.243005999999998	14.992633	20.515182999999997	16.792761000000002	18.846406666666667
ENSG00000009724|MASP2	ENSG00000009724	MASP2	0.4444713333333333	0.44020433333333336	0.44466433333333333	0.11569466666666667	0.14982133333333333	0.23245800000000003
ENSG00000116649|SRM	ENSG00000116649	SRM	246.69043233333335	228.48862666666665	238.31778466666665	174.96643199999997	197.102387	169.19230833333333
ENSG00000171824|EXOSC10	ENSG00000171824	EXOSC10	99.83592866666667	94.727282	111.81488633333333	93.49869366666667	97.24096666666667	98.65004566666666
ENSG00000198793|MTOR	ENSG00000198793	MTOR	41.79670066666667	43.43821	55.297193	37.51207733333334	40.30703133333333	41.37709900000001
ENSG00000171819|ANGPTL7	ENSG00000171819	ANGPTL7	0.02731233333333333	0.0	0.0	0.035417	0.0	0.014543333333333333
ENSG00000120942|UBIAD1	ENSG00000120942	UBIAD1	19.215861666666665	21.850817666666668	28.725587	19.472104	19.747910333333333	20.513313000000004
ENSG00000204624|DISP3	ENSG00000204624	DISP3	0.2853793333333334	0.573195	0.6824033333333333	0.7180826666666666	0.7936966666666668	0.912932
ENSG00000116661|FBXO2	ENSG00000116661	FBXO2	0.312237	1.0923953333333332	0.875922	0.7230626666666667	0.5556183333333332	0.20636833333333335
ENSG00000132879|FBXO44	ENSG00000132879	FBXO44	6.763313	10.334890333333334	10.308537666666666	11.878591666666665	10.412643666666666	9.391268333333333
ENSG00000116663|FBXO6	ENSG00000116663	FBXO6	0.9288943333333334	0.7240293333333333	0.9411999999999999	1.041545	0.8702420000000001	0.7957426666666666
ENSG00000116670|MAD2L2	ENSG00000116670	MAD2L2	56.89668566666666	66.13091033333333	67.27720133333334	55.32848233333334	57.83780433333334	45.68472933333334
ENSG00000162490|DRAXIN	ENSG00000162490	DRAXIN	0.171418	0.28807	0.2556443333333333	0.3986986666666667	0.2756123333333334	0.286596
ENSG00000177674|AGTRAP	ENSG00000177674	AGTRAP	13.363906	17.403472666666666	14.842840000000002	13.584139666666667	14.918702666666668	12.236573666666667
ENSG00000215910|C1orf167	ENSG00000215910	C1orf167	0.12170966666666666	0.2645153333333334	0.10174699999999999	0.12203733333333333	0.06126866666666666	0.041452666666666665
ENSG00000177000|MTHFR	ENSG00000177000	MTHFR	9.648424333333333	11.539943	13.791219333333332	10.749434666666666	8.844756666666667	8.927006666666665
ENSG00000011021|CLCN6	ENSG00000011021	CLCN6	3.608332666666667	4.572211666666667	6.759441333333332	3.9062516666666665	4.601589	5.5281676666666675
ENSG00000175206|NPPA	ENSG00000175206	NPPA	0.05196	0.15017933333333333	0.14272100000000001	0.3259143333333333	0.09419033333333333	0.02186666666666667
ENSG00000120937|NPPB	ENSG00000120937	NPPB	0.12193666666666668	0.027199666666666667	0.04615833333333333	0.0	0.0	0.026758333333333332
ENSG00000116685|KIAA2013	ENSG00000116685	KIAA2013	24.209272666666664	28.753026666666667	32.625002	24.021599666666663	25.611047666666668	21.191231666666667
ENSG00000083444|PLOD1	ENSG00000083444	PLOD1	32.832101	33.26439366666667	34.91811066666667	29.439047000000002	29.970754666666668	26.696403333333336
ENSG00000116688|MFN2	ENSG00000116688	MFN2	60.073358000000006	76.817436	74.28012033333334	60.06215633333333	58.42243133333333	50.139771
ENSG00000116691|MIIP	ENSG00000116691	MIIP	11.402298666666667	17.460744333333334	14.189863	11.763938666666666	8.246430333333334	10.928654
ENSG00000120949|TNFRSF8	ENSG00000120949	TNFRSF8	0.16234933333333335	0.503298	0.3462593333333333	0.3751336666666667	0.11826433333333335	0.1562
ENSG00000028137|TNFRSF1B	ENSG00000028137	TNFRSF1B	0.10926799999999999	0.2792576666666667	0.150633	0.16084366666666666	0.07033500000000001	0.04551533333333333
ENSG00000048707|VPS13D	ENSG00000048707	VPS13D	12.217180333333333	12.621564000000001	17.581333	11.560883333333335	11.274913	12.266242
ENSG00000162496|DHRS3	ENSG00000162496	DHRS3	8.145313	10.153820999999999	9.579529	7.147204333333334	6.397080333333334	5.666606333333334
ENSG00000204518|AADACL4	ENSG00000204518	AADACL4	0.048959333333333334	0.07651100000000001	0.023015333333333336	0.030855666666666667	0.14900166666666667	0.010064666666666666
ENSG00000188984|AADACL3	ENSG00000188984	AADACL3	0.05533233333333334	0.04681266666666667	0.017699333333333334	0.05440433333333333	0.0	0.021769999999999998
ENSG00000157330|C1orf158	ENSG00000157330	C1orf158	0.015595666666666666	0.124203	0.023511	0.03368433333333334	0.023015666666666667	0.05911233333333332
ENSG00000116726|PRAMEF12	ENSG00000116726	PRAMEF12	0.0	0.18404433333333334	0.08436433333333333	0.08154399999999999	0.014384666666666669	0.017100666666666667
ENSG00000116721|PRAMEF1	ENSG00000116721	PRAMEF1	0.06496333333333333	0.129746	0.139517	0.08419933333333333	0.05822599999999999	0.05364833333333333
ENSG00000239810|PRAMEF11	ENSG00000239810	PRAMEF11	0.0	0.03237166666666667	0.020394000000000006	0.023505333333333333	0.0	0.0
ENSG00000179172|HNRNPCL1	ENSG00000179172	HNRNPCL1	0.017462666666666665	0.0	0.0	0.06253666666666667	0.0	0.011316333333333333
ENSG00000120952|PRAMEF2	ENSG00000120952	PRAMEF2	0.015160999999999999	0.09169533333333334	0.022498000000000004	0.02524533333333333	0.019536000000000005	0.015465666666666667
ENSG00000243073|PRAMEF4	ENSG00000243073	PRAMEF4	0.0	0.0	0.0	0.10913266666666666	0.03552666666666667	0.01899866666666667
ENSG00000187545|PRAMEF10	ENSG00000187545	PRAMEF10	0.09496066666666668	0.058584	0.023345	0.088935	0.07546866666666667	0.0
ENSG00000204510|PRAMEF7	ENSG00000204510	PRAMEF7	0.032725	0.0	0.04435066666666667	0.19054400000000002	0.055002999999999996	0.010401333333333335
ENSG00000232423|PRAMEF6	ENSG00000232423	PRAMEF6	0.080876	0.0	0.020909	0.051812	0.023062333333333334	0.0
ENSG00000274764|PRAMEF27	ENSG00000274764	PRAMEF27	0.029145666666666667	0.0	0.03991033333333333	0.102651	0.03864566666666666	0.018307666666666667
ENSG00000277058|HNRNPCL3	ENSG00000277058	HNRNPCL3	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229571|PRAMEF25	ENSG00000229571	PRAMEF25	0.08899366666666668	0.058147666666666674	0.09961033333333331	0.12299500000000001	0.0	0.0
ENSG00000275774|HNRNPCL2	ENSG00000275774	HNRNPCL2	0.0	0.08809866666666666	0.0	0.21338966666666667	0.08215299999999999	0.02201433333333333
ENSG00000280267|PRAMEF26	ENSG00000280267	PRAMEF26	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179412|HNRNPCL4	ENSG00000179412	HNRNPCL4	0.0	0.05904533333333334	0.0	0.0	0.0	0.01686333333333333
ENSG00000204505|PRAMEF9	ENSG00000204505	PRAMEF9	0.0	0.10659166666666668	0.03798533333333333	0.20222833333333332	0.05574199999999999	0.0
ENSG00000279169|PRAMEF13	ENSG00000279169	PRAMEF13	0.06692333333333333	0.050430333333333334	0.06296766666666666	0.26885966666666666	0.02406066666666667	0.046086666666666665
