Unnamed: 0	EDF1Δ EM120/UN	EDF1Δ EM30/UN	EDF1Δ effect on EM120	EDF1Δ effect on EM30	UN, EDF1Δ/WT	WT EM120/UN	WT EM30/UN
ENSG00000003393|ALS2	0.00013244882799896598	0.328047204029487	0.8938120805148299	0.642666933699746	0.46909572844470293	0.000953904918220709	0.701241891663495
ENSG00000003402|CFLAR	0.18860787496520395	0.154692611071266	0.6066098228429971	0.0368769587147325	0.48845509761090994	0.956944858157674	0.21340324887871
ENSG00000003436|TFPI	0.8294449266407441	0.7886596694049219	0.9060541279845351	0.38796898456902207	0.032215839157993	0.583102576602339	0.10312228192516198
ENSG00000003509|NDUFAF7	0.419801915101995	0.458232319459855	0.795899700101337	0.30909089498168396	0.400418339648985	0.914118944391807	0.6247560500354771
ENSG00000003756|RBM5	6.670308438483599e-28	0.000297961966200491	0.272738618296122	0.70033131435254	0.22003446490609602	1.9968450805379197e-15	5.11876342347277e-06
ENSG00000003987|MTMR7	0.0229921517312304	0.060184843388672006	0.331864971694472	0.0377062549494073	0.42663191945379203	0.9407134489095941	0.402617280736034
ENSG00000003989|SLC7A2	0.955505007072978	0.48933373597849295	0.9959308530958241	0.0415233842545811	0.0495733364464912	0.950855339174519	0.0704331892369916
ENSG00000004059|ARF5	0.00296009399216228	0.9872751543116501	0.380638399137177	0.638713537067621	0.10757553667893302	0.514835679530972	0.513138276222256
ENSG00000004139|SARM1	0.0436578607237316	0.839938640450725	0.197279354885291	0.9286741477933241	0.0008048807146704151	0.68674086791869	0.8948567360466851
ENSG00000004142|POLDIP2	0.36274821772894	0.7974627397641758	0.991325523605832	0.9526203569249979	0.6604652549894859	0.36376810926254494	0.6505904858402329
ENSG00000004399|PLXND1	0.17452610119389197	0.6512179891277541	0.8779086926121329	0.249107309353419	0.130284666178185	0.0513668433336195	0.327597142439209
ENSG00000004455|AK2	0.0154188291903265	0.959353275469709	0.980407103002319	0.753264908355479	0.598814583359838	0.0196154803669773	0.5736894207881329
ENSG00000004478|FKBP4	0.0507622450973233	0.7797770697848779	0.582739828964007	0.11021210085205901	0.494660499964479	0.660081759311442	0.0876798291122027
ENSG00000004487|KDM1A	0.49706705109688104	0.9607631929170541	0.6207394190913741	0.22730403240946104	0.000813955961026492	0.0361529835270984	0.0859168880504809
ENSG00000004534|RBM6	0.11223410005691901	0.3440714714976911	0.215949915219745	0.19213495694837399	0.700214208570604	0.501327264547541	0.5109317062834939
ENSG00000004660|CAMKK1	0.5740089343009009	0.769098816662672	0.472873244940311	0.13185494741983	0.102638285280212	0.0136662990820537	0.015470583456915
ENSG00000004700|RECQL	0.294771767566588	0.31593401853895897	0.534792635872688	0.608726548876365	0.459700550157701	0.795288490229615	0.734731662587742
ENSG00000004766|VPS50	0.290097038519515	0.274013429456343	0.995795486100197	0.0597021398170965	0.838605722627611	0.315368940816264	0.20219950709010395
ENSG00000004777|ARHGAP33	0.715947322516247	0.505369371437558	0.795899700101337	0.644501505404089	0.7162704762409959	0.28178201481086795	0.923591271380158
ENSG00000004779|NDUFAB1	0.9794193766114749	0.422630411680089	0.6058920823894229	0.0064154887902824	0.33621554402506704	0.251868255344892	0.010108395283975
ENSG00000004864|SLC25A13	0.49565342370667	0.425848015462976	0.591559916003801	0.0719017036283716	0.6493087248128461	0.675126447411515	0.15079332264565398
ENSG00000004866|ST7	0.2686663879359	0.0206282002465652	0.45538814144277295	0.00113333407191767	0.000629473310775909	0.689949463314515	0.0637551078098036
ENSG00000004897|CDC27	0.280962426393734	0.561202227251952	0.687310429216347	0.107110935897289	0.7452181165533309	0.9503605720667181	0.157443868770505
ENSG00000004961|HCCS	0.5487482524203521	0.42618456168938396	0.559190542539857	0.22000730947541602	0.31466686739184496	0.5646805235980289	0.48022096695206
ENSG00000004975|DVL2	0.8344177249346351	0.94334131192858	0.7962019811326658	0.315465189355027	0.40660164822255	0.7351317407432499	0.20088783736276
ENSG00000005007|UPF1	0.000325588712875763	0.255959490455532	0.637218209771433	0.403526626548651	0.0846002940553979	0.0349787710289656	0.9487957907643481
ENSG00000005020|SKAP2	0.599316053212298	0.8852698334622142	0.926068417605803	0.460528434558008	0.893004318418634	0.8310306623414621	0.192480304187427
ENSG00000005022|SLC25A5	0.0351185322589555	0.11430790063675901	0.8049661682259291	0.0274527188551961	0.811665874531235	0.20916712144975197	0.20949193095695998
ENSG00000005059|MCUB	0.0878892806547384	0.877757514939716	0.8779086926121329	0.9548595695750579	0.733700873221576	0.26460937390516004	0.753293575916
ENSG00000005073|HOXA11	9.2937711492322e-13	0.00870181797949572	0.8608494318769839	0.3584481064717921	3.31174646048537e-15	8.823513295372879e-13	0.160496500568425
ENSG00000005075|POLR2J	0.0893343708101925	0.806546989233177	0.994070909731622	0.23315884497472403	0.5648537674217691	0.0978508045271044	0.20219950709010395
ENSG00000005100|DHX33	0.0115328245249329	0.357994044230807	0.787199158278316	0.0844125355571413	0.00028929553347945095	0.10394998319219001	0.214214160880931
ENSG00000005156|LIG3	0.653377624400437	0.24008919444663301	0.975611822774307	0.13638782577682002	0.671887729268351	0.601646249735439	0.49181744801367
ENSG00000005175|RPAP3	0.223967722111732	0.42080044891763396	0.234022726069024	0.691238333274617	0.832875553724826	0.33588312624799604	0.7508239487159091
ENSG00000005189|REXO5	0.0657545092090626	0.056356051956545	0.9458776607211651	0.42337031091097993	0.447201846065104	0.0353391700056749	0.470486447611614
ENSG00000005194|CIAPIN1	0.835951156543075	0.0456522062748747	0.8156282468211341	0.13003258773367402	0.7776937277107991	0.773871788671862	0.9705741175677641
ENSG00000005206|SPPL2B	0.373888391489448	0.36535557706411204	0.37706869952088495	0.0382095626207647	0.132565962886935	0.4104545726586679	0.0949226913972541
ENSG00000005249|PRKAR2B	0.23127091516330997	0.000170346039933271	0.614003671263186	0.0164608514313657	0.989047974825384	0.006814321989699321	0.8370786198587521
ENSG00000005302|MSL3	0.936124693239768	0.7264167216663671	0.6627090908846099	0.298719179756525	0.0188842632163393	0.252922515569602	0.336730193219326
ENSG00000005339|CREBBP	0.0114981204684566	0.6570253526168399	0.32130783851392897	0.0548665616133431	0.0298047687714407	0.8413507234992471	0.057973072713160996
ENSG00000005436|GCFC2	0.249871493311765	0.9411025145885848	0.7779717815853392	0.592955753349917	0.646190365087281	0.754664248301478	0.519617183271696
ENSG00000005448|WDR54	0.571497307267612	0.6907442822717861	0.970483183320932	0.710133291354403	0.8310706688031579	0.6926016303639029	0.9766176210868021
ENSG00000005469|CROT	0.778322392174615	0.984655110854358	0.87652680177416	0.8543845434000892	0.7751509985552941	0.935912414924934	0.754399731988389
ENSG00000005471|ABCB4	0.9161361151669221	0.8222382403500459	0.81705602464378	0.8701195602962071	0.22186333874942102	0.7062431185098491	0.5782363359348779
ENSG00000005483|KMT2E	3.0263455814098e-05	0.351267806712612	0.532472935374648	0.29982865534813	0.120684913691646	0.0229369837936118	0.738593715536006
ENSG00000005486|RHBDD2	0.0870622519245793	9.782294855329449e-05	0.627440100629835	1.92184135991423e-07	0.0456099901981145	0.690047194376898	0.00256863261220706
ENSG00000005700|IBTK	0.28827255632709897	0.6661616863008379	0.8877669932826479	0.242597951991631	0.48845509761090994	0.5867736452247779	0.305319357176573
ENSG00000005801|ZNF195	1.5275371026756602e-05	0.100993026542619	0.14610762309044198	0.07264201278513902	0.023892004442186	0.358066566760963	0.513138276222256
ENSG00000005810|MYCBP2	0.252000264769345	0.9665139877402971	0.9370848335320351	0.68084603574441	0.893612607361475	0.151229014931887	0.48980127810353896
ENSG00000005812|FBXL3	0.0151558743647613	0.9345875589306379	0.18918019334370398	0.427783208772289	0.000280239512451855	1.12310239899069e-08	0.32287154912808097
ENSG00000005882|PDK2	0.118538029524627	0.940927165814108	0.888200600095225	0.39032376291270704	0.32325290111355603	0.316419269573233	0.27406670349591894
ENSG00000005884|ITGA3	0.9342012196489051	0.473444248978355	0.40226392482212103	0.454763522978188	0.0376663555919281	0.0495786412955227	0.0640721522209419
ENSG00000005889|ZFX	2.98124539557601e-09	0.0782358343991954	0.7569559238477328	0.176120126000558	0.00141647074315404	1.97124537584693e-12	0.9727044093820579
ENSG00000005893|LAMP2	0.961687274320963	0.626577813275058	0.7271579723131859	0.0453074949549121	0.19745424415861	0.470503119213683	0.0523407195133899
ENSG00000006007|GDE1	0.7984674370977309	0.7415372179452769	0.719137870948938	0.0883655597963822	0.197628020048972	0.623150430620466	0.0774298217398684
ENSG00000006015|REX1BD	0.0814522269965275	0.665970101041067	0.464889404785296	0.198912630363722	0.0626347656093573	0.9830417620081909	0.244305588734328
ENSG00000006025|AC003665.1	0.0794082019693962	0.62640033925108	0.904879844118568	0.6759210868480289	0.358131001088442	0.0284262692542311	0.20241757492761803
ENSG00000006042|TMEM98	0.45460007101747996	0.105319817388351	0.47271631308791295	0.00458878125321261	0.765323496391381	0.502566978676978	0.0545202783687813
ENSG00000006062|MAP3K14	5.4346199937193897e-08	0.194747877459535	0.743197975521541	0.110816867829518	0.691479616394722	1.46282079414254e-11	5.62764337252199e-05
ENSG00000006118|TMEM132A	0.13167372102427	0.219421362133159	0.524936347451834	0.0260181951199388	0.644377935452396	0.9912673310958772	0.11325770270497199
ENSG00000006125|AP2B1	0.310305400429976	0.18008131285311102	0.9892618922379441	0.0061310963225806	0.26456616706993696	0.30036068693203	0.0400124739412488
ENSG00000006194|ZNF263	6.4300564067798095e-16	0.0538678578290556	0.00011409922815598401	0.182556497078945	0.0473135045427397	0.362893471581568	0.898542104366076
ENSG00000006282|SPATA20	0.32574019936151194	0.629328149976808	0.5380136955069951	0.618509379977729	0.0895060487871755	0.7552278769897729	0.1697429646339
ENSG00000006327|TNFRSF12A	0.9172423445858571	0.9573302632933791	0.7676525081055949	0.345874675965266	0.451366038641496	0.39647780177368497	0.21148006180290502
ENSG00000006377|DLX6	0.324591089557174	0.108599858611556	0.725333126052345	0.16476625848966298	0.238667509838063	0.928905160198793	0.867084435738027
ENSG00000006432|MAP3K9	0.000110112166309829	0.126197814268683	0.930758071713019	0.8704533968417908	0.9636296147673579	0.00046605498160840196	0.180934698029383
ENSG00000006451|RALA	0.624674924906573	0.787209215720385	0.8904537241669641	0.914662716041071	0.807790426400222	0.9285938573354492	0.5864943035132579
ENSG00000006453|BAIAP2L1	0.799688397938633	0.910873259366685	0.926462662689686	0.337941793526987	0.7740961769935301	0.611460456005446	0.24513946818485
ENSG00000006459|KDM7A	0.000108847526152622	0.6649031397098161	0.867338833534011	0.37586975478494605	0.27440327641777695	0.00108758715265509	0.519617183271696
ENSG00000006468|ETV1	0.500410917814024	0.5274790170404999	0.6175719740832271	0.0906518565342295	0.00142623023325265	0.726987877391478	0.140821523950491
ENSG00000006530|AGK	0.983209032205652	0.9170473157986291	0.8549799137668492	0.36653000148883497	0.737566990917144	0.6926016303639029	0.146935059988354
ENSG00000006576|PHTF2	0.729629136269322	0.9633774108545309	0.8940043562444722	0.20464472730786998	0.5492028062354509	0.99912778283876	0.102906737536811
ENSG00000006607|FARP2	0.156154912048417	0.38173533956622496	0.9205872305263031	0.0440323077165696	0.00500147428229944	0.0643483358218485	0.10303666351751199
ENSG00000006625|GGCT	0.6828668128600172	0.9108423837964269	0.9915018873112729	0.701877151336384	0.695915097095195	0.680679830027171	0.443824279639461
ENSG00000006634|DBF4	0.304774517573762	0.897377365929195	0.7953676589397449	0.714497544292273	0.8420437631143921	0.7942491109019599	0.44034432541394203
ENSG00000006652|IFRD1	0.000583173761091903	0.0033030889448709996	0.955539992445932	0.0401971983179854	0.337339145645807	0.000183765587521418	0.992081963184137
ENSG00000006695|COX10	0.17143438368202202	0.237618863910545	0.735269699012677	0.0109177170277479	0.302488017626645	0.7004602163470811	0.0491889611941902
ENSG00000006704|GTF2IRD1	0.15416330562979902	0.44334409651159495	0.8711129231658709	0.7677394082784309	0.561545884983939	0.40277659775640295	0.6700426369856429
ENSG00000006712|PAF1	0.609017134111102	0.7178686564825791	0.0431439721602591	0.6184084563980881	0.074759555725037	0.0014419127410630198	0.8273733822542719
ENSG00000006715|VPS41	0.154674580796811	0.0767962195898063	0.83542345931904	0.10047309516983399	0.0760165973568836	0.48934121959112303	0.7239575900523549
ENSG00000006740|ARHGAP44	0.49898889950356395	0.8006759689419329	0.8057176960989959	0.728739089063133	0.740680094006619	0.9686046722933559	0.8800553033156909
ENSG00000006744|ELAC2	0.8606283202329741	0.6937219399267529	0.6115032403434879	0.47300914281174705	0.330309994737132	0.366441706388933	0.6368401238313579
ENSG00000006747|SCIN	0.7864999550823081	0.8706111391042641	0.9728534556068599	0.852305806370908	1.39597942311708e-05	0.7055085766221669	0.5656280848228039
ENSG00000006831|ADIPOR2	0.9209116864057271	0.865101510588767	0.806800207417312	0.267450078586285	0.881744490104952	0.48006884018201396	0.20670746024380302
ENSG00000007047|MARK4	0.0496232467127585	0.306740966475951	0.991399254995056	0.23792988617470603	0.0337988632068118	0.0504342504840928	0.6620821214573089
ENSG00000007080|CCDC124	0.170488704292356	0.21629874804532898	0.72129455924709	0.0510194414513226	0.5328120771164421	0.0112438108120041	0.215647716128857
ENSG00000007168|PAFAH1B1	0.660363774830577	0.88442405417143	0.9954948104054759	0.316517095353058	0.9020782581677641	0.6921008723095701	0.24209204928071695
ENSG00000007171|NOS2	0.656006868766474	0.840250399592391	0.753502017527778	0.817025855020171	0.41363815975236895	0.824315608638624	0.515359207227402
ENSG00000007202|KIAA0100	0.43780420617729904	0.0417648865606949	0.9834592171284381	0.0134783121759948	0.0284613326706219	0.41072067034732	0.224877851279901
ENSG00000007237|AC005747.1	0.439410213065584	0.383327668921831	0.7095941955657991	0.37683788703022203	0.0232497787489248	0.9326520083037859	0.8254582551495271
ENSG00000007255|TRAPPC6A	0.10822874505061399	0.582495855487169	0.579102966062006	0.113364024646184	0.0465674110018863	0.875108056868698	0.15964621313168303
ENSG00000007264|MATK	0.0549072844706974	0.29439395124123496	0.64825743141412	0.257146643175215	0.0167780379227959	0.587515250083417	0.71894193997502
ENSG00000007341|ST7L	0.064317826923589	0.812739113606265	0.86237106120445	0.21498391537279601	0.8067897197859879	0.232161824895155	0.17816984408739
ENSG00000007372|PAX6	0.000140176899146624	0.741931180441722	0.8575445183447828	0.9027441674404741	0.758314486817343	0.0017626390319286601	0.8106300183439781
ENSG00000007376|RPUSD1	0.6971104316464999	0.990722082569979	0.44757288159370295	0.251413073363005	0.248790775127219	0.25136495494154004	0.111244481150489
ENSG00000007384|RHBDF1	0.295576416868955	0.56590295048478	0.8881698759293359	0.8208648090651609	0.9702777700538691	0.6059511076687211	0.7417392494777251
ENSG00000007392|LUC7L	0.0252518572163594	0.999486469363202	0.0788405214456298	0.46394590240585104	0.644977785982106	0.38853152862299606	0.28687875160802195
ENSG00000007402|CACNA2D2	0.844022479888486	0.521597008447515	0.8978598741621031	0.0968608222769952	0.0882421824247369	0.916704239034692	0.16370664620949898
ENSG00000007520|TSR3	0.0710481387052052	0.484964617810509	0.9427782256260749	0.180769208980167	0.7009831576970649	0.0338836932213108	0.33629924483304
ENSG00000007541|PIGQ	0.3461268884989	0.6262765816601229	0.25984134351098104	0.963103846519452	0.387879425299677	0.251289070464029	0.596118286166791
ENSG00000007545|CRAMP1	0.14131365640783702	0.732198754823845	0.23388626576215196	0.498152381081952	0.7894759670138208	6.66471960870794e-06	0.139713590222112
ENSG00000007866|TEAD3	0.46979092815178797	0.37006943739654496	0.387199473477215	0.0374490215196734	0.0190703748072605	0.34236150117264696	0.0928535295829638
ENSG00000007923|DNAJC11	0.534197058642296	0.38651979519140794	0.939961917800486	0.11047716772684199	0.827545314733254	0.7339112330774151	0.25827359085808804
ENSG00000007944|MYLIP	4.19808467448492e-19	0.000621564598527284	0.6227471414564979	0.710135708092123	0.279033396730542	1.72613058009093e-13	1.63564011475754e-05
ENSG00000007968|E2F2	0.0237514793960767	0.8850743902290741	0.503097199302984	0.420683222094749	4.5883323777240995e-06	6.24357415921095e-06	0.152932258560504
ENSG00000008018|PSMB1	0.203288772985359	0.7238880324598309	0.7888154449165301	0.14635704659203302	0.548648269645053	0.0298020184163168	0.14375617781712802
ENSG00000008083|JARID2	0.493741292558971	0.49213305125501394	0.8014682871308659	0.7538375151759871	0.450218320523777	0.147426060031174	0.17450093937576502
ENSG00000008086|CDKL5	0.0229070073182217	0.33989996683358	0.7771908551884671	0.12574368882047	0.16318340885945298	0.170434672469975	0.335687008942274
ENSG00000008128|CDK11A	0.00506391705860473	0.69750960806447	0.19828981800492398	0.0299017247135292	0.354468910328797	0.9426903159727609	0.0221994496157858
ENSG00000008130|NADK	0.39049665356921204	0.812739113606265	0.955325018176855	0.49996856026792896	0.626664834153138	0.294902137300594	0.17638349734086498
ENSG00000008256|CYTH3	0.9079629714290319	0.9737603010682769	0.813164920195183	0.43440504771530397	0.10410352139466399	0.6913569317941889	0.225809663334057
ENSG00000008277|ADAM22	0.774172823073855	0.611776636752192	0.533034129747171	0.797802987993873	0.6792001383883871	0.311757602977924	0.819641776492095
ENSG00000008282|SYPL1	0.861918677961279	0.486612992942801	0.933923526170395	0.0463198088272485	0.531760772386912	0.973911309682341	0.0807343699072474
ENSG00000008283|CYB561	0.00921582011780477	0.0633854896479911	0.36251231919580296	0.0140174645494509	0.0011163856056016	0.785622234576631	0.178378354708578
ENSG00000008294|SPAG9	0.47606581546847	0.0797461462770716	0.49066456935009	0.15403279346744	0.0861048435577067	0.514703728619558	0.912292874204881
ENSG00000008300|CELSR3	0.00044329839646150594	0.162245074526186	0.194109550907224	0.0844125355571413	2.1435698028331404e-06	0.661459174733884	0.41869690699601897
ENSG00000008311|AASS	0.6635252829554621	0.9615796491386519	0.909015266089449	0.43915717446584596	0.910970232460945	0.9216896953493551	0.22795152969282395
ENSG00000008324|SS18L2	0.175715701889838	0.179336081521716	0.328522802339825	0.0019509778726357898	0.0535917321413734	0.58902339948309	0.0129123550326528
ENSG00000008382|MPND	0.987166106039978	0.9581030414031421	0.41538730396125606	0.9691005765831899	0.43886075180455	0.0723287144510737	0.9837797362629279
ENSG00000008394|MGST1	0.9208273494752809	0.5252558218107539	0.501797934636907	0.0283493586127999	0.0227496816731575	0.0844362045478424	0.0420925792148199
ENSG00000008405|CRY1	0.189915665908022	0.102092151904086	0.9892618922379441	0.0506976253072003	0.9617322309512271	0.18399147034683203	0.37205473547108203
ENSG00000008441|NFIX	0.00617108742666157	0.536772546925819	0.631820756597313	0.551996676373199	0.9387790569962041	0.20373557276848497	0.927628877868293
ENSG00000008513|ST3GAL1	0.345944347261625	0.9892200005943441	0.462020377421605	0.545818656030571	0.39259660310385297	0.0029960145069336	0.39069770318057595
ENSG00000008710|PKD1	0.18506874346726299	0.8919548997290021	0.565581532405285	0.581171705732208	0.8010111802198059	0.9868453713251659	0.564175955548862
ENSG00000008735|MAPK8IP2	0.208923429650788	0.8505263325733889	0.477667758586948	0.40872084643803797	0.00010576585956548399	0.812976694530247	0.381303535334161
ENSG00000008838|MED24	0.41444207219529905	0.45559771647612296	0.852336285309293	0.134492835003993	0.111832763376047	0.15939669800286	0.263259071905491
ENSG00000008853|RHOBTB2	0.777079667358938	0.488054830226466	0.90286862318997	0.165379020414354	0.952557330875432	0.532943017700658	0.304594537144612
ENSG00000008869|HEATR5B	0.0112690387225051	0.0881563140224992	0.524383191763515	0.0206230564307161	0.3730212756575179	0.461216008441594	0.19972388121060397
ENSG00000008952|SEC62	0.7842175934366851	0.00514603444391579	0.32130783851392897	0.0420827415747469	0.0021108886409650397	0.00837930881884386	0.9657935680354459
ENSG00000008988|RPS20	0.9189369019573299	0.9979074505308941	0.172445891093475	0.19413306590528198	0.31587395917652006	0.0078528331756604	0.0811707151296273
ENSG00000009307|CSDE1	0.9199812726093559	0.9411025145885848	0.301860624368535	0.408808889610174	0.17269414995995302	0.0142052318754912	0.18886538696200897
ENSG00000009335|UBE3C	0.662522078772284	0.540073538864682	0.984625618048639	0.15508028842833402	0.0163330870207966	0.6306978720451579	0.249249958400686
ENSG00000009413|REV3L	0.0275326759273563	0.769710152400198	0.898307740758766	0.310995923628902	0.410655913204222	0.0888407494482761	0.321989027056806
ENSG00000009694|TENM1	0.746690830265061	0.7789673885870341	0.497966042425118	0.9770597253366909	9.37144182200633e-63	0.022679824501531002	0.241460481623957
ENSG00000009780|FAM76A	0.0559931932509265	0.531057151586434	0.971866602432126	0.660025243204677	0.7609921428569559	0.0855851229390264	0.920645419448398
ENSG00000009830|POMT2	0.447552479345605	0.008197230829132209	0.574300738611202	0.0307165992615858	0.36302374770717405	0.6891234703170489	0.758409794229664
ENSG00000009844|VTA1	0.9603975811671309	0.594536442005878	0.587211366049297	0.45561713647575103	0.88318394425693	0.18214386332565502	0.7223589445096791
ENSG00000009954|BAZ1B	0.00367072523523586	0.928162663000987	0.373874666867555	0.45431890975059597	0.494426029361056	0.550171496634463	0.35275165683944604
ENSG00000010017|RANBP9	0.8676280497561372	0.310058902193409	0.897125833193039	0.86998195669017	0.486682249440253	0.896753000050731	0.153600177413509
ENSG00000010072|SPRTN	0.000129700908854051	0.00952093653879235	0.976874160174496	0.21097848454925197	0.22889698996578697	0.000169266268857299	0.44403365731619393
ENSG00000010165|EEF1AKNMT	0.94044750962926	0.626776955831791	0.6398626461260479	0.0264610056328264	0.18998857700120603	0.33801854555593797	0.0264603252689359
ENSG00000010219|DYRK4	0.5377162335745129	0.74594529844022	0.728512623105199	0.857178717397984	0.703279842126992	0.11844964833186099	0.889861525156134
ENSG00000010244|ZNF207	0.7452698875966128	0.707192441307558	0.795043145817361	0.0718146194914444	0.29740451742066804	0.8219030907988409	0.0667965303536144
ENSG00000010256|UQCRC1	0.263934784066285	0.00683168519050503	0.42877032661131503	5.4410924972966604e-05	0.6384643511560789	0.000938200486056219	0.0143499979378088
ENSG00000010270|STARD3NL	0.206131496328094	0.7376825298753381	0.9680071119028442	0.34501553038153604	0.5884946523797281	0.287646628892133	0.398344445630409
ENSG00000010278|CD9	0.6640848800869	0.709137672780182	0.7273199428092959	0.0651969553321215	0.824625481487864	0.160842452651716	0.0599241314949641
ENSG00000010292|NCAPD2	0.6331709547103559	0.24505156874609602	0.6044991287847641	0.0251858275917134	8.37036835935211e-06	0.0574414868200006	0.0998927896273994
ENSG00000010295|IFFO1	0.312463409435473	0.8965988191698459	0.610095551387249	0.0189998217512873	0.719910988218019	0.0116202426437566	0.00328780934576583
ENSG00000010322|NISCH	0.0948461166288991	0.9516729984638991	0.384684752569077	0.9046133848066691	0.12996188087831198	0.882589432403756	0.7808245881256031
ENSG00000010361|FUZ	0.24654912609417498	0.6264016533237651	0.9943326627449921	0.24225468691195398	0.830764744089978	0.27852672243229804	0.33802704642705605
ENSG00000010404|IDS	0.697743645937993	0.157556056841132	0.521784011677159	0.007704710502669909	0.0284872916999328	0.354640590225106	0.0550788711599854
ENSG00000010539|ZNF200	4.23187039976191e-11	0.0712460342915791	0.413621650226536	0.6274618024708629	0.11991682826436098	2.74082209394561e-19	0.281629938904724
ENSG00000010626|LRRC23	0.841868881175854	0.6462456868183051	0.25724181276464897	0.8905401704292908	0.24392809371142898	0.00621859939549715	0.381071873553851
ENSG00000010803|SCMH1	0.14374133790752402	0.00237799318523342	0.92976471850869	0.00544640304200486	0.6987618406439521	0.28779350816975796	0.41654085836753896
ENSG00000010810|FYN	0.0112782652796864	0.976068407822871	0.0143822523081409	0.488822909938844	0.00028929553347945095	0.120327752938112	0.3417325622471789
ENSG00000010818|HIVEP2	9.11336176361188e-06	0.0443337051251742	0.564698852260209	0.0895737264664202	0.00321734181605051	0.00701649825313578	0.8292391516386289
ENSG00000011007|ELOA	0.0009118549779684991	0.834104707310963	0.10451719783056401	0.592802988467086	4.542253282892e-10	0.9759357151690671	0.647649605232318
ENSG00000011009|LYPLA2	0.6241688736900151	0.980908253538312	0.980344877175902	0.293116443292011	0.33682624710222997	0.7064842778678779	0.154394022503072
ENSG00000011021|CLCN6	3.22040251848219e-05	0.0423018597058757	0.848396297129852	0.367721130611185	0.35697883723265506	0.000455121046555792	0.45090215663551897
