Unnamed: 0	EDF1Δ EM120/UN	EDF1Δ EM30/UN	EDF1Δ effect on EM120	EDF1Δ effect on EM30	UN, EDF1Δ/WT	WT EM120/UN	WT EM30/UN
ENSG00000004455|AK2	-0.238887057147726	0.0101912675082465	-0.00985165872455876	-0.0568713541667493	-0.0675937358428244	-0.22903539842316697	0.0670626216749958
ENSG00000004478|FKBP4	-0.40367163299260206	-0.0937300263668362	-0.284253782848719	-0.49105893623345503	0.17023049763401002	-0.11941785014388301	0.39732890986661895
ENSG00000004487|KDM1A	-0.0877379896453565	-0.0107305357297716	0.139383526801042	0.204180221478115	-0.344313686443234	-0.22712151644639803	-0.214910757207887
ENSG00000004534|RBM6	0.22795920669383202	-0.170044595681555	0.343615638928781	-0.275950080043067	0.0705349790122446	-0.11565643223494901	0.10590548436151101
ENSG00000004660|CAMKK1	0.196709888562245	0.138988388442606	-0.49114407835803003	-0.6595115721129761	0.502742605185531	0.687853966920276	0.798499960555582
ENSG00000004700|RECQL	-0.20275149457441896	-0.226350017482198	-0.26878566519485897	-0.15302743906025199	0.157312839590645	0.0660341706204392	-0.0733225784219455
ENSG00000004766|VPS50	0.25749631694701297	0.30671078996383505	0.00410527019696818	0.6280308729123779	-0.0644686146908943	0.25339104675004503	-0.32132008294854303
ENSG00000004777|ARHGAP33	0.10907757798649499	0.219397225119564	-0.17647832537665603	0.189882610440958	0.116867258181361	0.28555590336315	0.0295146146786063
ENSG00000004779|NDUFAB1	0.00905874284572201	0.24758888882704802	0.301568131625908	0.918551479223922	-0.254782606329794	-0.292509388780186	-0.6709625903968729
ENSG00000004864|SLC25A13	-0.149543237721629	0.20005371528351698	-0.253752885732578	0.5036560160748951	-0.11037438413285	0.10420964801094901	-0.303602300791378
ENSG00000004866|ST7	0.218089321277273	0.4587118622153761	0.313633742030706	0.842185363632792	-0.5783232733622099	-0.0955444207534335	-0.38347350141741604
ENSG00000004897|CDC27	0.309105504589681	0.218695280846433	0.281829669018333	0.634375882249578	-0.11536663822730199	0.0272758355713475	-0.415680601403144
ENSG00000004961|HCCS	0.142057181218988	0.214480361166208	0.287262283007261	0.37706069803228004	-0.232023190186406	-0.145205101788273	-0.16258033686607198
ENSG00000004975|DVL2	-0.0599777346069431	-0.0298097322311234	-0.158758645423626	-0.33298363070061604	0.20853389424784302	0.09878091081668301	0.303173898469492
ENSG00000005007|UPF1	0.387419078449177	0.167170204870839	0.143119678317995	0.157320655032285	-0.213878033022064	0.244299400131182	0.00984954983855418
ENSG00000005020|SKAP2	-0.168799454788409	-0.0689667100306593	-0.0862632459964522	0.316272636425741	0.0507899566527189	-0.082536208791957	-0.3852393464564
ENSG00000005022|SLC25A5	-0.200419089656618	0.17725308129762002	-0.0692306748296777	0.311299063941618	-0.0317603121653541	-0.13118841482694	-0.134045982643998
ENSG00000005059|MCUB	-0.315613039809755	-0.0502599473392021	-0.0895010336770528	0.0200605869944934	0.0828432237419957	-0.22611200613270202	-0.0703205343336954
ENSG00000005073|HOXA11	0.8167464860101851	0.398237521460323	0.0714616156682847	0.19633568404907503	-0.9116594878028449	0.7452848703418999	0.201901837411248
ENSG00000005075|POLR2J	-0.404444288201559	-0.0943480526014332	-0.00582370605769838	-0.423648624143618	0.16663881465969	-0.39862058214386004	0.32930057154218395
ENSG00000005100|DHX33	0.212987513627732	0.105435514494373	0.0673715333682083	0.22670275615294103	-0.29440820912511895	0.14561598025952302	-0.12126724165856699
ENSG00000005156|LIG3	0.0388886384915395	0.101584073026373	-0.00809744593454417	0.157376323467396	0.0389514920409005	0.0469860844260837	-0.0557922504410228
ENSG00000005175|RPAP3	0.271230911457418	-0.225101178354157	0.501208298517677	-0.144014390886751	-0.0617094524140482	-0.22997738706025797	-0.0810867874674062
ENSG00000005189|REXO5	0.27360841251289303	0.322875847903751	-0.0372284361087816	0.195389640717328	0.140728418329995	0.310836848621675	0.127486207186423
ENSG00000005194|CIAPIN1	0.0386305061436127	0.308665599888037	0.0948511718611996	0.315788128987114	0.053860675966662004	-0.0562206657175869	-0.00712252909907769
ENSG00000005206|SPPL2B	-0.28317351753607	-0.336714064791202	-0.563115316521981	-0.877660641306629	0.462994422977039	0.27994179898591104	0.540946576515428
ENSG00000005249|PRKAR2B	-0.173933682975055	-0.516774154713856	0.17419762365808497	-0.481553300525714	-0.00290711431149278	-0.34813130663314096	-0.0352208541881418
ENSG00000005302|MSL3	-0.0151394431752066	0.0706580819069643	0.144040825822912	0.20650699726721	-0.29893808909399	-0.15918026899811902	-0.13584891536024601
ENSG00000005339|CREBBP	0.39041655880596704	0.10753214551227999	0.343257127160305	0.455093523551279	-0.349130187887905	0.0471594316456618	-0.347561378038999
ENSG00000005436|GCFC2	0.25567049519174	0.0303776441055273	0.16536162033899102	0.186998467877258	0.123667667858374	0.0903088748527485	-0.156620823771731
ENSG00000005448|WDR54	-0.140802113021886	0.12762137593170803	-0.0301628760331598	0.13573484272640501	0.0627409698990803	-0.11063923698872599	-0.00811346679469758
ENSG00000005469|CROT	-0.0824850963612281	-0.0102635838880438	-0.11206572470347802	0.0787647501885985	0.0901430656948268	0.02958062834225	-0.0890283340766423
ENSG00000005471|ABCB4	0.0390004534052224	0.0979033133430779	0.179971291817565	-0.0813120017407645	0.366891296110259	-0.14097083841234198	0.17921531508384198
ENSG00000005483|KMT2E	0.5740968537292329	0.18686412161174104	0.235167765379067	0.24962034655572002	-0.25608632121564	0.338929088350166	-0.0627562249439788
ENSG00000005486|RHBDD2	0.30625148293292304	0.6788202756864379	0.21465908460508498	1.27111539422565	-0.3626679962780321	0.0915923983278379	-0.5922951185392149
ENSG00000005700|IBTK	0.386152033145298	0.21728579492711603	0.154654115185813	0.5965953246843121	-0.27916557611772197	0.231497917959485	-0.379309529757196
ENSG00000005801|ZNF195	0.8238458437252109	0.412908251174396	0.5980132762944941	0.575103888386909	-0.48780290467785203	0.22583256743071697	-0.16219563721251298
ENSG00000005810|MYCBP2	0.15251799593713503	-0.0104111642236567	-0.0354074272998044	0.0879195703165339	0.023708171258941004	0.18792542323694003	-0.0983307345401905
ENSG00000005812|FBXL3	0.287901474601504	-0.019890290246736	-0.31880493576759006	-0.160161084936038	0.421523790445467	0.606706410369094	0.140270794689302
ENSG00000005882|PDK2	-0.41090502268161205	-0.0377770589706095	-0.11848675914708902	-0.34749063249821605	0.288594929516781	-0.29241826353452305	0.30971357352760603
ENSG00000005884|ITGA3	0.0276218417522672	0.22397021226023897	-0.436567064976622	-0.283472086394225	0.5064698173555251	0.46418890672888896	0.507442298654465
ENSG00000005889|ZFX	0.566275664299323	0.22813240203833698	-0.0974808492386952	0.233485475566239	0.341553797744327	0.663756513538019	-0.00535307352790275
ENSG00000005893|LAMP2	0.0275544369956704	0.267105925662417	0.35113653695567	1.09137307992363	-0.5205937695977779	-0.3235820999599989	-0.824267154261217
ENSG00000006007|GDE1	0.0569280520363184	0.0890241979735696	0.164576839735391	0.4294306139651629	-0.23848130704933	-0.10764878769907199	-0.340406415991594
ENSG00000006015|REX1BD	-0.433259712633859	-0.16032727883837197	-0.4244604673302971	-0.485783975871419	0.480599692294041	-0.00879924530356187	0.325456697033048
ENSG00000006025|AC003665.1	0.43674244328879797	0.18201614958361997	-0.101464723835289	-0.18330093762716604	0.27721458935411303	0.538207167124086	0.36531708721078604
ENSG00000006042|TMEM98	0.264402888588035	0.5790598221544859	0.51885068516361	1.26470555844882	-0.124768591103598	-0.254447796575574	-0.6856457362943299
ENSG00000006062|MAP3K14	1.1685168000326	0.398748871152489	-0.22555617817248397	-0.599363906578381	-0.133636461395766	1.39407297820508	0.9981127777308699
ENSG00000006118|TMEM132A	-0.707902922306637	-0.6825881664274749	-0.6995321258809639	-1.47919624621253	0.26905707360639397	-0.00837079642567274	0.796608079785052
ENSG00000006125|AP2B1	-0.16131114797049803	0.23375285247731198	0.00742509953248722	0.576359907170822	-0.18046234479019602	-0.16873624750298602	-0.342607054693511
ENSG00000006194|ZNF263	0.6694607983728729	0.22381273981735503	0.563367919818098	0.207093236383874	-0.208742723089965	0.10609287855477499	0.0167195034334816
ENSG00000006282|SPATA20	-0.179027805969408	0.11971434541996699	-0.252779049671345	-0.141504128929685	0.303896078040833	0.07375124370193699	0.26121847434965195
ENSG00000006327|TNFRSF12A	0.0587420225007498	-0.0411483474337888	-0.31968124609974896	-0.569917145825397	-0.348620483060093	0.37842326860049896	0.528768798391608
ENSG00000006377|DLX6	0.241065644044232	0.42382688661979706	0.209816177364823	0.47089687584339396	-0.30017334971931703	0.0312494666794084	-0.0470699892235967
ENSG00000006432|MAP3K9	0.5637891983984921	0.296492885154731	0.0498268488592386	0.0500542440016601	0.0119646014852724	0.513962349539253	0.24643864115307101
ENSG00000006451|RALA	-0.0960628131828556	-0.0710073256119113	-0.0729118190855264	0.0324741973981042	0.05444379239710599	-0.0231509940973293	-0.10348152301001501
ENSG00000006453|BAIAP2L1	-0.0415042966389415	0.0263342087375537	0.0403585514409866	0.18939585468525302	-0.049310555961964	-0.0818628480799282	-0.163061645947699
ENSG00000006459|KDM7A	0.618995768040724	0.117492249568901	0.0926249469908079	0.25093998147921903	-0.22055500519639898	0.526370821049916	-0.133447731910318
ENSG00000006468|ETV1	0.253022436099566	0.287635923502856	0.400459600410627	0.8049591553785791	-0.9585069178277479	-0.14743716431106	-0.5173232318757229
ENSG00000006530|AGK	-0.00413796713888948	0.0269740161431113	-0.0756568042431987	-0.19282425179822305	0.0611185441750858	0.0715188371043092	0.21979826794133397
ENSG00000006576|PHTF2	0.0768799262976256	0.0158137868932034	0.0765681925215713	0.33782592159280395	-0.129657854147406	0.000311733776054308	-0.322012134699601
ENSG00000006607|FARP2	0.148786557088092	0.11671670063807002	-0.0343612499413491	0.301831532674129	-0.274541666066091	0.183147807029441	-0.18511483203605897
ENSG00000006625|GGCT	-0.0802784858384845	-0.0328411790147153	0.00526827668377819	0.104351079382807	0.0804979514553866	-0.0855467625222627	-0.137192258397522
ENSG00000006634|DBF4	0.33890140221449705	-0.0718560772522476	0.226112287259452	0.193804588623996	-0.0846973242969735	0.112789114955046	-0.265660665876244
ENSG00000006652|IFRD1	0.438729707813762	0.426304858163489	-0.0292810623330565	0.42430095836659	0.154926585102676	0.468010770146818	0.00200389979689919
ENSG00000006695|COX10	0.251218450097068	0.255996215403166	0.1613141362156	0.657825584425193	-0.20582569280013102	0.0899043138814684	-0.4018293690220279
ENSG00000006704|GTF2IRD1	0.225140034234691	0.158563115606465	0.0767972811594777	0.0810514370065006	-0.11190130983888302	0.148342753075213	0.07751167859996401
ENSG00000006712|PAF1	0.0967112468680606	-0.0872678963262128	0.547768697498234	-0.129194959593911	-0.28466793521510897	-0.45105745063017294	0.0419270632676984
ENSG00000006715|VPS41	-0.19497435723752202	-0.26880472149739804	-0.0823680242243158	-0.32564997181026095	0.24459871284428197	-0.112606333013206	0.0568452503128623
ENSG00000006740|ARHGAP44	0.118391662692098	0.0641219838086502	0.108396139066704	0.0936467427943671	-0.0686673463630886	0.00999552362539375	-0.0295247589857169
ENSG00000006744|ELAC2	0.0332306763128116	-0.0836486774853794	0.17690743210030302	-0.160289762147682	-0.153085162386566	-0.143676755787492	0.0766410846623025
ENSG00000006747|SCIN	0.05391116668810501	0.0454831594488406	-0.019454143281697	-0.0522529932674259	-0.592827197762092	0.073365309969802	0.0977361527162665
ENSG00000006831|ADIPOR2	0.0196774019736362	0.0412452705935724	-0.0983529440019375	0.23494960876284599	0.0293263808990354	0.11803034597557402	-0.19370433816927302
ENSG00000007047|MARK4	-0.320330559310706	-0.21254260530684305	0.00584430121275945	-0.29895618292946	0.353216803940659	-0.326174860523465	0.0864135776226172
ENSG00000007080|CCDC124	-0.436945791993003	-0.4560778166032	0.292808724777817	-0.8703511419799301	0.23177414940485802	-0.7297545167708199	0.41427332537672995
ENSG00000007168|PAFAH1B1	0.10958859918860199	0.0524121800720591	0.00408397103196397	0.311011963175206	-0.0354913731985533	0.105504628156638	-0.258599783103147
ENSG00000007171|NOS2	-0.18328702263706698	0.11462899589317402	-0.29431926938146097	-0.14381790333803798	0.33176795593706	0.111032246744394	0.258446899231212
ENSG00000007202|KIAA0100	-0.102772329102854	0.26191369110345303	0.0092899731823782	0.41709608134977705	-0.253492076185711	-0.112062302285233	-0.155182390246324
ENSG00000007237|AC005747.1	-0.256737323678956	-0.33720339319306203	-0.29857948023706604	-0.422709378684659	0.68337413938697	0.0418421565581096	0.0855059854915968
ENSG00000007255|TRAPPC6A	-0.6352526227083579	-0.30569179043367	-0.541428257566914	-0.9173365919644759	0.7876069018126641	-0.0938243651414445	0.611644801530806
ENSG00000007264|MATK	-0.4243241585067029	-0.29429417087132304	-0.26481686592507897	-0.3940010185069311	0.533770924259716	-0.159507292581624	0.0997068476356085
ENSG00000007341|ST7L	0.29758480950160804	-0.0646088630371795	0.0860587247737544	-0.30854298208161896	0.0558585640168674	0.21152608472785397	0.243934119044439
ENSG00000007372|PAX6	0.378683843944275	0.0600051255814028	0.0610437579825204	0.025953534046487002	-0.0479938730741563	0.31764008596175497	0.0340515915349158
ENSG00000007376|RPUSD1	-0.13516069716047802	0.00762091596717943	-0.48445816073224107	-0.48370128033799	0.35413270220731197	0.34929746357176295	0.49132219630517
ENSG00000007384|RHBDF1	0.29267336234426194	0.21636175697941798	0.119594095022901	0.109940240939435	0.0156651342819472	0.173079267321362	0.106421516039983
ENSG00000007392|LUC7L	0.42835036271523796	0.00037627861771829797	0.625498186896454	0.23145283059095398	0.115818857760886	-0.19714782418121599	-0.231076551973236
ENSG00000007402|CACNA2D2	0.0524838726459689	0.178759938073023	0.0869030147819468	0.51486780771307	0.36881292470966	-0.0344191421359779	-0.336107869640047
ENSG00000007520|TSR3	-0.362614882160384	-0.19018144369526102	0.0518879308129198	-0.401841129113275	0.0999588623910063	-0.41450281297330394	0.21165968541801397
ENSG00000007541|PIGQ	-0.245222982240546	0.17007085477145	-0.5444202194040391	0.0212998132604957	0.24024422185103603	0.29919723716349295	0.148771041510955
ENSG00000007545|CRAMP1	0.252395853006138	0.0893170528052879	-0.39486644167472496	-0.18354647156693998	0.0611773392424584	0.647262294680862	0.272863524372228
ENSG00000007866|TEAD3	-0.260640956879504	-0.367614211762079	-0.610508954792689	-0.9766385239271841	0.7444763035866079	0.34986799791318496	0.609024312165105
ENSG00000007923|DNAJC11	-0.130109675807865	-0.20057074091635	-0.0478957233990673	-0.421010179765108	-0.0536130012824754	-0.0822139524087981	0.220439438848758
ENSG00000007944|MYLIP	0.8268845712604208	0.40513674211112394	0.141497432355675	-0.0748885667641374	-0.144768211792496	0.685387138904746	0.48002530887526096
ENSG00000007968|E2F2	0.360281314273594	0.0434829544166482	-0.25546178746339704	-0.208925067581068	-0.662926480202283	0.615743101736991	0.252408021997717
ENSG00000008018|PSMB1	-0.173032080009004	0.0704624122592217	0.0982200635189804	0.279113685646	0.094779465039401	-0.271252143527984	-0.20865127338677802
ENSG00000008083|JARID2	0.09247969617779499	0.110408236594882	-0.0846742755256735	-0.0649712034803574	-0.10543216682264502	0.177153971703468	0.17537944007523998
ENSG00000008086|CDKL5	0.479953404578658	0.270183914462843	0.170596902464892	0.504546277988532	-0.33355024540751504	0.309356502113766	-0.23436236352568898
ENSG00000008128|CDK11A	0.48167540664158703	-0.110316285105426	0.460369501562407	-0.581765628982972	-0.195720868842624	0.0213059050791808	0.47144934387754606
ENSG00000008130|NADK	0.153388243364293	0.0630435487105893	-0.0334999376034957	-0.176054650247351	-0.09958507950415499	0.18688818096778798	0.23909819895794002
ENSG00000008256|CYTH3	0.0232192253594108	0.009772294641016659	0.0967625222286636	-0.175977152232561	-0.24252906872769397	-0.0735432968692528	0.18574944687357803
ENSG00000008277|ADAM22	0.061189881389401	-0.123465544993151	0.248305841654475	-0.0765096415953688	-0.0887462923385717	-0.18711596026507396	-0.0469559033977824
ENSG00000008282|SYPL1	0.104839837198944	0.41718891882257997	0.128882138899138	1.28706774073472	-0.33630096790342706	-0.0240423017001941	-0.8698788219121351
ENSG00000008283|CYB561	-0.60620848459093	-0.520617045073866	-0.505586471632215	-0.9045434183570931	0.7682980252657071	-0.100622012958715	0.3839263732832271
ENSG00000008294|SPAG9	-0.0650570951275755	-0.159351246775787	-0.129119736816155	-0.170344864112243	0.142188594974442	0.0640626416885799	0.0109936173364554
ENSG00000008300|CELSR3	-0.644164637072512	-0.33604663720197403	-0.523502523758073	-0.5266852709700051	0.854757804095331	-0.120662113314439	0.190638633768031
ENSG00000008311|AASS	0.125648121747121	-0.0216861160842204	0.0897124436620564	0.28702667766347	0.0376008520362855	0.0359356780850646	-0.308712793747691
ENSG00000008324|SS18L2	-0.6709645140067321	-0.763951389719121	-1.00068309544672	-2.09020118554129	0.936337075597631	0.329718581439985	1.32624979582217
ENSG00000008382|MPND	0.00432724178972033	-0.0198329945067361	0.349812625734274	-0.0145940764112089	-0.17555907037484103	-0.34548538394455297	-0.0052389180955272705
ENSG00000008394|MGST1	-0.0509349183791258	0.31455350222282397	0.565043826537889	1.13952525824913	-0.7991368099389771	-0.615978744917015	-0.8249717560263079
ENSG00000008405|CRY1	0.19854262532568	0.275988914938237	-0.00737349637096353	0.42447996321864395	0.0109793329495723	0.205916121696643	-0.148491048280407
ENSG00000008441|NFIX	-0.553945708815712	-0.18543998717265603	-0.260512813050983	-0.20973440133056498	-0.0245368459659054	-0.29343289576472903	0.0242944141579089
ENSG00000008513|ST3GAL1	0.233526036326898	-0.00757978015361264	-0.385083832034377	-0.22759311625806802	0.228935463180651	0.6186098683612751	0.220013336104455
ENSG00000008710|PKD1	-0.328934182806344	-0.0581554101011688	-0.335480193142006	-0.215893509673023	0.0817265245680989	0.006546010335662629	0.157738099571855
ENSG00000008735|MAPK8IP2	-0.30057633108712895	-0.0733823798215276	-0.378804312554437	-0.29849074341646803	0.799763663444915	0.0782279814673078	0.22510836359494002
ENSG00000008838|MED24	-0.0945883463972715	0.10383546104963999	0.0581216599163867	0.230939408228775	-0.17309065502819898	-0.15271000631365803	-0.12710394717913498
ENSG00000008853|RHOBTB2	-0.0840091139381467	-0.21814253398825698	0.09415173873355802	-0.476583239843554	-0.02066221578946	-0.178160852671705	0.258440705855297
ENSG00000008869|HEATR5B	0.37523945524199603	0.304863455500625	0.23829773658423603	0.527195767914022	-0.16139601455641198	0.13694171865775998	-0.22233231241339602
ENSG00000008952|SEC62	-0.0630582193409632	-0.519328286999019	0.37906072713065003	-0.529491868012374	0.511483773938855	-0.442118946471613	0.0101635810133546
ENSG00000008988|RPS20	0.0340870044167406	-0.0018862451807270602	0.606446444720159	0.44874831154858597	-0.259665832339216	-0.5723594403034189	-0.45063455672931296
ENSG00000009307|CSDE1	-0.0264019116878413	-0.0263028850289807	0.39649003712881997	0.23674803196153196	-0.266181561712882	-0.42289194881666203	-0.263050916990513
ENSG00000009335|UBE3C	0.0675493686418002	0.107128592207067	-0.00930528217786987	0.264806253753217	-0.292930631286594	0.0768546508196701	-0.15767766154615
ENSG00000009413|REV3L	0.6626309851444699	0.145707977416944	0.130783995240295	0.481492138875694	-0.295895909880402	0.531846989904175	-0.33578416145875
ENSG00000009694|TENM1	0.199876987447795	-0.2466596720275	0.577046377837402	-0.0236374806169089	-5.392895314439159	-0.377169390389607	-0.22302219141059101
ENSG00000009780|FAM76A	0.325535251144982	-0.15452624678260798	0.0241254406472233	-0.13235535085786598	0.0725225934299488	0.301409810497759	-0.0221708959247422
ENSG00000009830|POMT2	0.117906421191798	0.38635871363370894	0.190544921127466	0.4383788122173621	-0.14813772544493803	-0.0726384999356682	-0.0520200985836533
ENSG00000009844|VTA1	-0.0113659399047138	-0.116182154437154	0.203446894087663	-0.18020314942751198	0.0313766107336497	-0.214812833992377	0.0640209949903578
ENSG00000009954|BAZ1B	0.20090735218120298	-0.0127169651867719	0.14522419938164402	-0.0891938984996105	0.0611829448618412	0.0556831527995593	0.0764769333128386
ENSG00000010017|RANBP9	0.0343188036114979	-0.192299288486358	0.0641048531578596	0.04544947728006099	-0.125210210791213	-0.0297860495463618	-0.23774876576641898
ENSG00000010072|SPRTN	0.45620754894803894	0.36901124029330895	0.0143784691582606	0.2534095507581	-0.17823040452786498	0.441829079789779	0.115601689535209
ENSG00000010165|EEF1AKNMT	-0.0260218032262486	-0.17163395533102502	-0.286796280656065	-0.7752015208591608	0.340320347286024	0.26077447742981696	0.603567565528136
ENSG00000010219|DYRK4	-0.111466601343646	-0.0814902598646968	0.14747295399058	-0.0530615451707534	0.079430221330642	-0.258939555334226	-0.0284287146939434
ENSG00000010244|ZNF207	0.0845997050980959	0.116876158474865	0.150140553845737	0.534322977669235	-0.23509113716013896	-0.0655408487476408	-0.41744681919437
ENSG00000010256|UQCRC1	-0.12179103012634	0.288903443334518	0.183847349876983	0.5706770042706379	-0.0612041671216727	-0.305638380003323	-0.28177356093612105
ENSG00000010270|STARD3NL	-0.243119827751382	0.096549531559005	-0.0281112592851357	0.26987147851229	-0.124109171838916	-0.215008568466247	-0.173321946953285
ENSG00000010278|CD9	-0.171756173456417	0.183178644084203	0.300224974678319	0.863679060638685	-0.0975397442957322	-0.471981148134735	-0.680500416554482
ENSG00000010292|NCAPD2	-0.0608403246091203	0.14854190153907398	0.13522150954153	0.33927619052205293	-0.40788062405222997	-0.19606183415065098	-0.19073428898297798
ENSG00000010295|IFFO1	0.332043565239435	-0.0720156759678586	-0.386647571671611	-1.03042578127705	0.14289654466133897	0.718691136911045	0.9584101053091949
ENSG00000010322|NISCH	0.221528696769697	0.0155394270205973	0.250558172693121	-0.0289621865693691	-0.210970779928717	-0.0290294759234239	0.0445016135899664
ENSG00000010361|FUZ	-0.21773062480118804	0.127564757047449	-0.004206096659491071	0.31864217390871197	-0.0533422985765829	-0.21352452814169698	-0.191077416861263
ENSG00000010404|IDS	0.18454394205108396	0.629294219606546	0.578524268405376	1.45080992817288	-0.8193418841207499	-0.39398032635429203	-0.8215157085663379
ENSG00000010539|ZNF200	0.691925168322303	0.263548736255506	-0.23283117162271302	0.10664034252615699	0.21731440265120897	0.924756339945016	0.156908393729349
